# experiment with static light source, two bars of 80/20, spaced 400mm apart
# iteration (each trial lasted 8 minutes), displacement(mm), last column is average
0, 64
1, 210
2, 9
3, 478
4, 315
5, 389
6, 275
7, 320
8, 102
9, 257
10, 7
11, 184
12, 33
13, 186
14, 207
15, 347
16, 299
17, 145
18, 94
19, 213
0, 196
