# step, ring_center (x), ring_center (y)
0, 0, 0
1, -4, 7
2, -11, 21
3, -11, 41
4, -3, 60
5, -6, 48
6, -5, 53
7, -2, 48
8, -18, 60
9, -9, 62
10, 7, 77
11, 34, 69
12, 39, 76
13, 38, 79
14, 54, 101
15, 48, 94
16, 67, 102
17, 60, 99
18, 62, 96
19, 70, 99
20, 64, 111
21, 54, 96
22, 70, 96
23, 62, 79
24, 49, 98
25, 50, 87
26, 63, 88
27, 68, 91
28, 76, 83
29, 86, 79
30, 76, 91
31, 77, 93
32, 65, 102
33, 63, 115
34, 72, 101
35, 84, 96
36, 87, 85
37, 93, 83
38, 95, 101
39, 109, 103
40, 101, 90
41, 115, 109
42, 97, 86
43, 109, 93
44, 122, 97
45, 105, 95
46, 90, 90
47, 93, 109
48, 112, 97
49, 98, 106
50, 97, 100
51, 91, 101
52, 94, 102
53, 91, 113
54, 95, 121
55, 80, 125
56, 86, 128
57, 87, 123
58, 81, 116
59, 91, 122
60, 73, 119
61, 80, 123
62, 94, 131
63, 109, 141
64, 106, 128
65, 108, 142
66, 109, 137
67, 102, 123
68, 103, 139
69, 114, 121
70, 115, 129
71, 113, 121
72, 102, 119
73, 103, 119
74, 101, 128
75, 87, 139
76, 84, 174
77, 96, 166
78, 67, 178
79, 86, 175
80, 80, 166
81, 100, 157
82, 111, 166
83, 114, 167
84, 117, 165
85, 122, 164
86, 113, 139
87, 109, 168
88, 122, 175
89, 113, 173
90, 121, 194
91, 133, 204
92, 137, 200
93, 134, 219
94, 131, 204
95, 129, 224
96, 128, 224
97, 155, 234
98, 169, 228
99, 163, 235
100, 163, 257
101, 136, 251
102, 159, 273
103, 142, 291
104, 136, 306
105, 144, 301
106, 142, 306
107, 140, 311
108, 132, 317
109, 130, 315
110, 123, 329
111, 123, 327
112, 113, 321
113, 122, 334
114, 128, 341
115, 138, 357
116, 136, 345
117, 142, 338
118, 149, 337
119, 149, 338
120, 129, 339
121, 112, 325
122, 112, 318
123, 111, 312
124, 109, 318
125, 109, 322
126, 108, 316
127, 108, 316
128, 100, 314
129, 101, 320
130, 95, 316
131, 75, 340
132, 69, 330
133, 86, 320
134, 86, 336
135, 67, 335
136, 60, 333
137, 78, 353
138, 79, 346
139, 70, 328
140, 87, 322
141, 90, 325
142, 77, 332
143, 90, 327
144, 79, 309
145, 80, 311
146, 98, 326
147, 82, 329
148, 86, 352
149, 101, 358
150, 91, 364
151, 119, 362
152, 97, 359
153, 103, 361
154, 127, 371
155, 140, 359
156, 144, 361
157, 146, 369
158, 137, 358
159, 108, 370
160, 125, 361
