# step, ring_center (x), ring_center (y)
0, 0, 0
1, 3, -11
2, 7, 5
3, 18, -15
4, 2, -5
5, 3, -14
6, 6, -15
7, 12, -12
8, 8, -20
9, 29, -31
10, 27, -30
11, 27, -28
12, 31, -34
13, 31, -25
14, 39, -22
15, 50, -23
16, 32, -43
17, 20, -53
18, 8, -19
19, 12, -26
20, 6, -39
21, 13, -31
22, 35, -23
23, 34, -33
24, 34, -40
25, 37, -29
26, 44, -18
27, 42, -30
28, 32, -13
29, 25, -22
30, 32, -31
31, 24, -33
32, 26, -36
33, 22, -36
34, 22, -38
35, 17, -42
36, 16, -34
37, 17, -36
38, 16, -35
39, 21, -27
40, 5, -8
41, -11, 3
42, -12, 15
43, -8, -14
44, -4, -17
45, -26, -33
46, -41, -39
47, -24, -43
48, -18, -52
49, -14, -63
50, 2, -71
51, 4, -65
52, 17, -59
53, 28, -50
54, 27, -48
55, 24, -42
56, 32, -23
57, 45, -26
58, 37, -37
59, 42, -46
60, 23, -29
61, 34, -37
62, 11, -11
63, 15, 6
64, 38, 4
65, 49, -3
66, 53, -13
67, 57, -4
68, 61, 5
69, 66, 0
70, 81, 1
71, 73, 17
72, 93, 20
73, 95, 15
74, 99, 27
75, 115, 23
76, 117, 30
77, 113, 34
78, 115, 35
79, 112, 41
80, 108, 30
81, 116, 16
82, 113, 8
83, 104, 7
84, 116, 26
85, 115, 24
86, 105, 38
87, 91, 44
88, 84, 43
89, 70, 48
90, 85, 47
91, 86, 57
92, 87, 69
93, 87, 62
94, 86, 68
95, 89, 69
96, 83, 67
97, 86, 72
98, 89, 67
99, 82, 68
100, 86, 66
101, 89, 65
102, 84, 64
103, 88, 68
104, 84, 61
105, 79, 60
106, 66, 68
107, 69, 64
108, 64, 66
109, 48, 72
110, 64, 66
111, 41, 59
112, 44, 70
113, 73, 69
114, 67, 53
115, 76, 59
116, 51, 58
117, 65, 64
118, 66, 68
119, 83, 59
120, 90, 60
121, 110, 47
122, 107, 67
123, 113, 64
124, 113, 59
125, 127, 70
126, 105, 49
127, 117, 40
128, 130, 49
129, 137, 46
130, 131, 43
131, 143, 41
132, 137, 59
133, 131, 82
134, 104, 60
135, 121, 63
136, 123, 71
137, 133, 69
138, 129, 69
139, 130, 78
140, 136, 66
141, 127, 63
142, 125, 62
143, 127, 52
144, 141, 53
145, 132, 43
146, 134, 37
147, 120, 45
148, 142, 37
149, 150, 49
150, 136, 37
151, 132, 43
152, 147, 63
153, 127, 59
154, 130, 60
155, 131, 60
156, 135, 54
157, 153, 38
158, 150, 57
159, 152, 61
160, 153, 56
