5.531109837679589955e-03 -8.234926103890477522e-02 7.777365609915423139e-01 1.811310109704278651e-02 2.660285503827060881e-03 1.812255024618915078e+00 -2.271564382680349437e-02 8.328023234449494216e-02 1.695764107843687363e+00 -1.215479544213695501e-01 9.798820864517444884e-02 9.266348678218594426e-01
5.925495063925530041e-03 -8.644270950013198396e-02 9.443813715605809955e-01 2.089239914116359023e-02 1.743842429841149658e-03 1.809946065726537157e+00 -2.390240919171355075e-02 8.502953050391029444e-02 1.552895971524582697e+00 -1.144078672331918789e-01 9.009032969112354405e-02 9.035576795072183254e-01
-3.459396875083484407e-03 -9.783192989599573397e-02 8.132381311633412047e-01 2.411289948094268512e-02 4.978652287868893730e-03 1.923320799361896372e+00 -2.342757553446445790e-02 8.662982894234801112e-02 1.568838893074028906e+00 -1.146613968806920042e-01 9.540429497849162166e-02 9.339953995484409077e-01
-3.701215864867727669e-03 -9.834493613794662026e-02 1.370329372951297975e+00 2.581437227475194898e-02 4.953444846977371474e-03 2.060599406601482109e+00 -2.337404574324482981e-02 8.675049293449822729e-02 1.607691405250638583e+00 -1.134680853761064617e-01 9.128957632911240128e-02 9.217067863246549697e-01
-6.301110413373350698e-03 -1.032725301973859422e-01 1.591587888939348439e+00 2.819538277903492832e-02 -3.008745075219061184e-03 3.752507457826099291e+00 -2.266356210649744102e-02 9.769009291649817517e-02 1.771548111264232173e+00 -1.127492575670077102e-01 6.372134251504238400e-02 7.690243846166388009e-01
-8.920504758323491781e-03 -1.056720913611537416e-01 1.985305962941430247e+00 3.850096121713669772e-02 3.398498108508157768e-04 4.713728743694646894e+00 -2.340508701978959855e-02 9.957258412726965879e-02 1.709889304128877852e+00 -1.198369630108034323e-01 7.635780511365024281e-02 8.502589029957513533e-01
-3.409940147422255152e-02 -1.050866967373231403e-01 3.645003004506929045e+00 4.795230211337680321e-02 3.243428826286436431e-03 5.670214233980304108e+00 -2.311827082342508138e-02 9.941033178225795741e-02 1.755659668580304533e+00 -1.171087082209118224e-01 7.658696843633303053e-02 8.541913976249813079e-01
-3.358163795790277545e-02 -1.042694748586061593e-01 3.699351516047614918e+00 5.732305289682922828e-02 7.038498610285572749e-03 5.191635950663847865e+00 -2.714840193655499584e-02 9.287807753683749445e-02 1.397129572619302040e+00 -1.154426090498687496e-01 7.389908221588108173e-02 8.286142651627719236e-01
-3.313369292648799674e-02 -1.037713344455134107e-01 3.149550435269107496e+00 5.695014453886204642e-02 7.572909009854991887e-03 5.291587697185667238e+00 -2.694868525064833195e-02 9.261494271845574500e-02 1.446971776781257324e+00 -1.157755831948538983e-01 7.996748440146136949e-02 8.580519274359913462e-01
-3.239212519410679392e-02 -1.032987063873247319e-01 3.230943493206718031e+00 5.665198499350514172e-02 7.557960237958623144e-03 5.393579744531773024e+00 -2.666020978064636768e-02 9.220451635922567724e-02 1.507623612098522026e+00 -1.157920224539833037e-01 8.000465316890395528e-02 8.584308411932356497e-01
-3.162360110954107184e-02 -1.025683624385235887e-01 3.285330835580196229e+00 5.606918083866202496e-02 7.618118397897922188e-03 5.415429520962044663e+00 -2.615043005239511484e-02 9.174307714903839894e-02 1.541751254217944345e+00 -1.157875965729572992e-01 7.985931985170838243e-02 8.570397715231293789e-01
-3.089724599483795187e-02 -1.022711996945907253e-01 3.339605975729417864e+00 5.516721996331796357e-02 7.121083569816220524e-03 5.520713626747681957e+00 -2.592032710159366052e-02 9.165089318302385712e-02 1.556320302288299651e+00 -1.157912905525965847e-01 7.981935820510524526e-02 8.566687931414997959e-01
-3.047078648471763726e-02 -1.015558018771015175e-01 3.448673261578722560e+00 5.456777601862655702e-02 6.218330865839977184e-03 5.620655809539168324e+00 -2.566402671136285354e-02 9.152267995603610706e-02 1.615820387189673024e+00 -1.158118396571275327e-01 7.992463669563461270e-02 8.577017120972714181e-01
-3.030488879133735880e-02 -1.009007032722786662e-01 3.880009451367737228e+00 5.414734203796128797e-02 5.945362701484225784e-03 5.610705044678792497e+00 -2.507993861625794352e-02 9.104196108232842644e-02 1.647345648964080755e+00 -1.158085318503464939e-01 7.975283015592675440e-02 8.560390826708244028e-01
-2.993640628970745468e-02 -1.002990027654001443e-01 3.937016564521548023e+00 5.644701975077149464e-02 7.041877359761683323e-03 5.375402934356589668e+00 -2.630861843123265958e-02 9.020375834782272395e-02 1.542342129287549435e+00 -1.158081529398562043e-01 7.910502769170514592e-02 8.497740738875153577e-01
-2.961217078294661742e-02 -9.986204146608203269e-02 4.038203397390660143e+00 5.606912084436985882e-02 7.148125140298359700e-03 5.479220453007276781e+00 -2.599612182744616418e-02 8.992959664952757115e-02 1.601690414802730000e+00 -1.158195833930275725e-01 7.910937345436815094e-02 8.498387700143829049e-01
