# step, ring_center (x), ring_center (y)
0, 0, 0
1, 15, 7
2, 10, 3
3, 3, 1
4, 22, 6
5, 12, 11
6, 9, -1
7, -11, 27
8, -3, 25
9, -3, 40
10, -15, 54
11, -6, 65
12, -12, 77
13, -24, 76
14, -30, 78
15, -32, 90
16, -46, 93
17, -46, 104
18, -46, 105
19, -47, 117
20, -51, 117
21, -41, 125
22, -37, 125
23, -35, 121
24, -35, 113
25, -31, 115
26, -15, 109
27, -7, 128
28, -13, 112
29, -29, 110
30, -22, 114
31, -18, 111
32, -21, 101
33, -16, 107
34, 0, 93
35, 11, 98
36, 17, 91
37, 2, 95
38, 18, 79
39, 25, 70
40, 29, 85
41, 36, 91
42, 31, 93
43, 29, 98
44, 24, 83
45, 34, 66
46, 35, 81
47, 20, 77
48, 38, 80
49, 42, 94
50, 36, 87
51, 38, 119
52, 41, 105
53, 64, 104
54, 50, 101
55, 38, 126
56, 55, 122
57, 45, 113
58, 22, 113
59, 31, 133
60, 53, 156
61, 52, 139
62, 49, 142
63, 42, 137
64, 53, 145
65, 44, 136
66, 27, 135
67, 16, 118
68, 12, 133
69, -5, 124
70, -3, 126
71, 4, 134
72, -26, 132
73, -28, 123
74, -22, 138
75, -32, 119
76, -26, 99
77, -40, 107
78, -39, 103
79, -44, 96
80, -55, 108
81, -52, 139
82, -65, 142
83, -54, 132
84, -52, 136
85, -65, 131
86, -52, 115
87, -49, 116
88, -64, 113
89, -54, 102
90, -56, 120
91, -59, 121
92, -50, 124
93, -46, 140
94, -45, 148
95, -38, 161
96, -39, 164
97, -42, 160
98, -44, 160
99, -39, 170
100, -30, 175
101, -37, 160
102, -37, 159
103, -11, 158
104, 2, 144
105, 6, 147
106, 6, 151
107, 9, 162
108, 9, 137
109, 11, 125
110, 15, 145
111, -10, 149
112, 9, 149
113, -9, 148
114, -25, 134
115, -33, 143
116, -48, 148
117, -69, 152
118, -60, 139
119, -47, 159
120, -40, 164
121, -33, 148
122, -20, 134
123, -23, 135
124, -25, 138
125, -18, 134
126, -18, 116
127, -28, 147
128, -20, 147
129, -9, 170
130, 0, 142
131, 30, 143
132, 36, 135
133, 40, 134
134, 27, 140
135, 26, 148
136, 30, 142
137, 42, 143
138, 37, 154
139, 54, 155
140, 66, 162
141, 58, 170
142, 66, 164
143, 55, 154
144, 46, 153
145, 52, 154
146, 42, 170
147, 10, 179
148, 0, 198
149, 7, 176
150, 7, 186
151, 0, 209
152, 5, 209
153, 7, 205
154, 10, 215
155, 5, 198
156, 12, 184
157, -11, 203
158, -37, 196
159, -14, 192
160, -17, 190
