# step, ring_center (x), ring_center (y)
0, 0, 0
1, -10, -5
2, 1, -21
3, 4, -14
4, -1, -25
5, -2, -23
6, 11, -41
7, 6, -33
8, 28, -40
9, 28, -22
10, 15, -36
11, 33, -51
12, 33, -39
13, 21, -44
14, 6, -39
15, 16, -49
16, -1, -36
17, 1, -50
18, -3, -56
19, -1, -62
20, 15, -91
21, 33, -106
22, 31, -85
23, 36, -93
24, 32, -86
25, 25, -86
26, 25, -79
27, 41, -74
28, 45, -58
29, 60, -37
30, 58, -31
31, 58, -30
32, 48, -32
33, 44, -44
34, 56, -48
35, 60, -19
36, 51, -15
37, 60, -9
38, 56, -23
39, 28, -35
40, 49, -32
41, 51, -20
42, 38, -14
43, 43, -18
44, 54, -1
45, 47, 2
46, 53, 7
47, 58, 16
48, 58, 27
49, 39, 25
50, 35, 41
51, 52, 34
52, 40, 36
53, 17, 27
54, 27, 17
55, 24, 32
56, 15, 31
57, 26, 36
58, 35, 53
59, 27, 53
60, 19, 69
61, 25, 61
62, 14, 50
63, 33, 54
64, 30, 64
65, 24, 69
66, 32, 74
67, 8, 76
68, 6, 80
69, 29, 84
70, 24, 79
71, 20, 67
72, 16, 65
73, 26, 61
74, 32, 62
75, 49, 50
76, 63, 40
77, 62, 35
78, 46, 39
79, 41, 41
80, 52, 42
81, 58, 49
82, 58, 42
83, 64, 56
84, 60, 55
85, 51, 45
86, 68, 61
87, 60, 59
88, 24, 60
89, 27, 61
90, 12, 61
91, 19, 59
92, 19, 59
93, 24, 59
94, 32, 65
95, 30, 48
96, 35, 40
97, 34, 47
98, 55, 42
99, 64, 48
100, 45, 43
101, 27, 46
102, 47, 51
103, 34, 58
104, 41, 60
105, 48, 56
106, 39, 60
107, 55, 67
108, 64, 64
109, 57, 59
110, 50, 62
111, 64, 56
112, 64, 58
113, 58, 72
114, 59, 75
115, 60, 55
116, 30, 70
117, 43, 66
118, 41, 67
119, 44, 89
120, 35, 103
121, 34, 96
122, 39, 101
123, 26, 126
124, 32, 130
125, 50, 137
126, 37, 150
127, 64, 147
128, 35, 157
129, 42, 154
130, 47, 144
131, 37, 149
132, 37, 148
133, 32, 171
134, 33, 188
135, 34, 201
136, 33, 217
137, 24, 218
138, 9, 220
139, 16, 204
140, 9, 219
141, 22, 206
142, 21, 203
143, 16, 208
144, 42, 203
145, 52, 191
146, 66, 185
147, 64, 188
148, 60, 187
149, 65, 197
150, 56, 186
151, 69, 171
152, 32, 194
153, 24, 198
154, 20, 203
155, 32, 199
156, 40, 213
157, 25, 243
158, 23, 252
159, 28, 271
160, 13, 295
