# step, ring_center (x), ring_center (y)
0, 0, 0
1, 0, -3
2, 18, 6
3, -6, 10
4, 2, 6
5, -19, 11
6, 1, 28
7, -18, 31
8, 6, 29
9, 25, 24
10, 29, 21
11, 22, 35
12, 46, 45
13, 42, 52
14, 33, 56
15, 36, 64
16, 40, 39
17, 25, 47
18, 30, 62
19, 22, 69
20, 32, 85
21, 33, 91
22, 45, 97
23, 57, 101
24, 69, 113
25, 52, 119
26, 60, 121
27, 50, 118
28, 46, 122
29, 36, 138
30, 42, 130
31, 35, 135
32, 21, 152
33, 17, 156
34, 9, 162
35, 6, 163
36, -2, 170
37, -7, 177
38, 0, 167
39, 15, 170
40, 21, 174
41, 16, 183
42, 11, 190
43, 8, 184
44, -5, 160
45, -7, 154
46, 0, 147
47, -3, 139
48, -20, 135
49, -12, 135
50, -25, 130
51, -14, 147
52, -9, 156
53, 7, 149
54, 21, 150
55, 12, 136
56, 21, 128
57, 27, 115
58, 23, 110
59, 25, 125
60, 19, 111
61, 0, 113
62, -18, 88
63, -7, 89
64, 10, 64
65, 8, 56
66, 35, 56
67, 34, 39
68, 12, 23
69, 21, 26
70, 7, 5
71, -10, 6
72, -8, -1
73, -9, -16
74, -8, -7
75, 20, -12
76, 23, -11
77, 28, -4
78, 21, 7
79, 20, 20
80, 18, 13
81, 20, 25
82, 31, 15
83, 50, 16
84, 58, 27
85, 68, 20
86, 65, 26
87, 59, 28
88, 60, 17
89, 69, 18
90, 63, 26
91, 53, 38
92, 62, 42
93, 62, 43
94, 64, 57
95, 56, 58
96, 45, 50
97, 53, 55
98, 57, 54
99, 32, 51
100, 46, 67
101, 43, 80
102, 36, 83
103, 21, 107
104, 24, 98
105, 10, 100
106, 1, 107
107, 8, 104
108, 9, 116
109, 22, 84
110, 18, 100
111, 1, 110
112, 5, 107
113, -7, 92
114, 2, 83
115, -13, 92
116, -19, 106
117, -25, 94
118, -39, 89
119, -24, 97
120, -10, 119
121, -1, 130
122, -3, 121
123, -3, 133
124, -5, 108
125, -7, 103
126, 0, 112
127, 13, 111
128, 32, 109
129, 29, 89
130, 15, 101
131, 24, 93
132, 27, 111
133, 32, 133
134, 43, 124
135, 51, 141
136, 58, 121
137, 63, 113
138, 45, 105
139, 50, 108
140, 40, 114
141, 65, 113
142, 64, 107
143, 54, 108
144, 56, 110
145, 58, 103
146, 55, 90
147, 43, 99
148, 40, 106
149, 22, 117
150, 25, 104
151, 6, 92
152, -18, 108
153, -16, 101
154, -9, 99
155, -34, 113
156, -42, 106
157, -41, 102
158, -35, 111
159, -42, 99
160, -44, 112
