# step, ring_center (x), ring_center (y)
0, 0, 0
1, 0, -8
2, -1, -3
3, -6, -5
4, -10, -29
5, -24, -26
6, -16, -24
7, -13, -18
8, -19, -3
9, -22, -7
10, -7, -9
11, 1, 3
12, 17, -1
13, 25, 7
14, 30, -1
15, 24, -2
16, 10, -3
17, 14, 10
18, 16, 6
19, 0, 11
20, 0, 26
21, -5, 25
22, -9, 36
23, -32, 30
24, -19, 34
25, -17, 19
26, -10, 27
27, -5, 47
28, 2, 48
29, 0, 50
30, 4, 47
31, 12, 63
32, 0, 43
33, 1, 60
34, -21, 45
35, -35, 72
36, -3, 75
37, -17, 84
38, -21, 84
39, -32, 102
40, -23, 106
41, -1, 106
42, 17, 122
43, 10, 110
44, 0, 112
45, 12, 119
46, 4, 128
47, -8, 137
48, 8, 127
49, 5, 132
50, -9, 147
51, -7, 140
52, 2, 133
53, 3, 135
54, -8, 118
55, 11, 105
56, 6, 124
57, 0, 124
58, -34, 127
59, -6, 132
60, -26, 141
61, -22, 140
62, -14, 140
63, -6, 136
64, -34, 131
65, -39, 123
66, -46, 119
67, -49, 116
68, -47, 105
69, -48, 100
70, -28, 90
71, -24, 93
72, -20, 94
73, -29, 110
74, -35, 101
75, -58, 98
76, -63, 91
77, -63, 79
78, -69, 75
79, -50, 83
80, -59, 75
81, -49, 77
82, -53, 48
83, -51, 31
84, -46, 17
85, -48, 33
86, -58, 30
87, -43, 36
88, -53, 17
89, -50, 5
90, -46, 2
91, -47, 6
92, -33, -11
93, -31, -28
94, -14, -27
95, -10, -62
96, -1, -45
97, 3, -37
98, 9, -31
99, 22, -41
100, 9, -47
101, 9, -25
102, 14, -26
103, 19, -17
104, 12, -21
105, 18, -24
106, 25, -20
107, 28, -15
108, 45, -7
109, 57, -12
110, 57, 3
111, 60, 5
112, 60, 0
113, 47, -8
114, 49, 8
115, 52, 21
116, 41, 21
117, 34, 40
118, 37, 50
119, 39, 44
120, 28, 48
121, 27, 58
122, 13, 52
123, 29, 59
124, 26, 68
125, 28, 67
126, 17, 68
127, 27, 65
128, 12, 77
129, 19, 77
130, 19, 77
131, 19, 89
132, 19, 66
133, 28, 60
134, 10, 72
135, 3, 60
136, -4, 75
137, 3, 82
138, -5, 87
139, 0, 76
140, 12, 76
141, 29, 63
142, 30, 61
143, 54, 60
144, 48, 56
145, 50, 58
146, 45, 32
147, 59, 41
148, 33, 58
149, 29, 79
150, 5, 64
151, 7, 59
152, 17, 49
153, 5, 36
154, 19, 43
155, 19, 34
156, 6, 49
157, 12, 58
158, 2, 52
159, 2, 71
160, 11, 58
