# step, ring_center (x), ring_center (y)
0, 0, 0
1, 0, 7
2, 10, 1
3, 11, 0
4, 12, 12
5, 29, 13
6, 28, 11
7, 32, 17
8, 29, 17
9, 20, 8
10, 34, 5
11, 49, 9
12, 37, 8
13, 31, 20
14, 41, 26
15, 38, 36
16, 41, 25
17, 41, 24
18, 46, 31
19, 37, 7
20, 46, -2
21, 51, 0
22, 36, 0
23, 49, -11
24, 52, -3
25, 57, -3
26, 56, 9
27, 58, 16
28, 65, 2
29, 64, -4
30, 65, -4
31, 59, 28
32, 54, 27
33, 25, 34
34, 19, 35
35, 17, 22
36, 11, 35
37, 5, 37
38, 7, 8
39, 18, 41
40, 20, 50
41, 35, 41
42, 35, 46
43, 41, 37
44, 42, 28
45, 55, 37
46, 50, 35
47, 52, 25
48, 39, 35
49, 26, 41
50, 32, 55
51, 33, 43
52, 40, 48
53, 61, 64
54, 66, 61
55, 61, 62
56, 45, 60
57, 29, 73
58, 29, 50
59, 24, 55
60, 38, 69
61, 52, 54
62, 41, 55
63, 53, 71
64, 53, 101
65, 44, 90
66, 43, 117
67, 46, 108
68, 29, 106
69, 38, 104
70, 29, 108
71, 35, 106
72, 44, 102
73, 32, 109
74, 36, 91
75, 35, 80
76, 16, 82
77, 46, 86
78, 44, 89
79, 32, 88
80, 27, 84
81, 55, 84
82, 35, 86
83, 46, 93
84, 36, 90
85, 30, 93
86, 34, 99
87, 48, 103
88, 38, 99
89, 30, 108
90, 40, 103
91, 30, 95
92, 21, 89
93, 28, 98
94, 32, 96
95, 40, 90
96, 26, 88
97, 40, 105
98, 20, 106
99, 52, 102
100, 50, 108
101, 61, 102
102, 48, 118
103, 58, 108
104, 53, 123
105, 49, 122
106, 62, 118
107, 47, 104
108, 48, 123
109, 39, 143
110, 40, 139
111, 48, 138
112, 60, 137
113, 60, 155
114, 54, 164
115, 59, 178
116, 56, 183
117, 58, 190
118, 54, 202
119, 66, 206
120, 50, 209
121, 40, 186
122, 39, 196
123, 56, 210
124, 55, 216
125, 43, 201
126, 56, 204
127, 54, 199
128, 47, 220
129, 54, 229
130, 29, 215
131, 30, 204
132, 29, 195
133, 27, 207
134, 14, 182
135, 22, 195
136, 15, 171
137, 10, 168
138, 13, 177
139, 14, 163
140, 18, 159
141, -7, 143
142, -9, 146
143, -9, 148
144, 1, 153
145, 7, 137
146, 15, 143
147, 3, 150
148, 3, 149
149, -2, 144
150, -10, 124
151, -15, 127
152, 8, 129
153, 1, 118
154, -4, 128
155, -20, 126
156, -5, 93
157, 4, 91
158, 11, 92
159, 53, 114
160, 49, 107
