# step, ring_center (x), ring_center (y)
0, 0, 0
1, 7, -10
2, 18, -18
3, 23, 0
4, 28, -4
5, 17, 17
6, 18, -1
7, 10, 0
8, 26, 8
9, 22, 9
10, 18, -6
11, 22, -8
12, 27, -3
13, 17, -10
14, 21, -27
15, 29, -33
16, 37, -9
17, 26, -5
18, 37, 0
19, 38, -4
20, 38, -8
21, 27, -5
22, 44, -6
23, 42, -11
24, 41, -3
25, 25, 9
26, 13, 28
27, 32, 27
28, 19, 18
29, 12, 34
30, 21, 39
31, 3, 37
32, 22, 36
33, 13, 23
34, 16, 13
35, 11, 13
36, -25, 15
37, -40, 12
38, -45, 12
39, -53, 29
40, -58, 30
41, -43, 46
42, -42, 37
43, -34, 37
44, -63, 46
45, -65, 34
46, -40, 36
47, -40, 36
48, -40, 30
49, -27, 45
50, -21, 37
51, -24, 57
52, -24, 63
53, -36, 72
54, -37, 76
55, -26, 76
56, -25, 61
57, -31, 59
58, -42, 77
59, -47, 97
60, -60, 91
61, -54, 75
62, -24, 75
63, -16, 90
64, -22, 86
65, -12, 63
66, -1, 62
67, -18, 68
68, -29, 86
69, -10, 87
70, -17, 93
71, -19, 101
72, -31, 101
73, -54, 88
74, -38, 75
75, -50, 66
76, -69, 60
77, -45, 58
78, -25, 65
79, -11, 57
80, -9, 59
81, -20, 53
82, -4, 50
83, -23, 53
84, -36, 57
85, -38, 45
86, -12, 44
87, -33, 51
88, -44, 47
89, -26, 50
90, -34, 51
91, -27, 47
92, -28, 56
93, -39, 52
94, -49, 33
95, -22, 37
96, -20, 59
97, -43, 63
98, -48, 62
99, -51, 71
100, -50, 43
101, -53, 37
102, -57, 37
103, -53, 19
104, -59, 31
105, -60, 18
106, -64, 19
107, -59, 27
108, -65, 31
109, -61, 39
110, -68, 34
111, -52, 30
112, -51, 57
113, -57, 39
114, -50, 52
115, -48, 47
116, -42, 43
117, -44, 52
118, -37, 52
119, -44, 39
120, -45, 41
121, -55, 39
122, -62, 32
123, -40, 34
124, -48, 34
125, -59, 39
126, -61, 22
127, -66, 18
128, -54, 23
129, -49, 4
130, -62, 3
131, -47, -1
132, -28, 14
133, -23, 30
134, -35, 24
135, -37, 25
136, -47, 29
137, -59, 25
138, -46, 41
139, -67, 35
140, -55, 50
141, -51, 50
142, -31, 44
143, -27, 40
144, -27, 30
145, -16, 32
146, -9, 31
147, 14, 40
148, 21, 41
149, 11, 44
150, 11, 37
151, 1, 25
152, 10, 25
153, 12, 28
154, 8, 37
155, 6, 39
156, -14, 19
157, -3, 29
158, -12, 25
159, -8, 31
160, -5, 29
