# step, ring_center (x), ring_center (y)
0, 0, 0
1, 7, 5
2, 19, 37
3, 9, 26
4, 0, 36
5, 21, 50
6, 21, 52
7, 23, 61
8, 19, 74
9, 15, 69
10, 19, 49
11, 31, 53
12, 33, 50
13, 19, 33
14, 14, 38
15, 5, 28
16, 11, 44
17, 13, 40
18, 23, 53
19, 26, 50
20, 26, 66
21, 19, 47
22, 17, 45
23, 17, 39
24, 10, 33
25, 3, 48
26, 4, 61
27, 13, 67
28, 10, 77
29, 12, 78
30, 15, 74
31, 2, 97
32, 26, 83
33, 32, 86
34, 49, 95
35, 54, 82
36, 60, 89
37, 62, 93
38, 60, 91
39, 60, 97
40, 45, 88
41, 36, 87
42, 42, 93
43, 26, 109
44, 34, 83
45, 23, 83
46, 44, 93
47, 16, 87
48, 35, 92
49, 41, 94
50, 43, 78
51, 54, 88
52, 53, 94
53, 65, 98
54, 61, 105
55, 38, 118
56, 28, 135
57, 55, 140
58, 63, 154
59, 59, 161
60, 53, 157
61, 57, 154
62, 59, 142
63, 69, 153
64, 69, 179
65, 50, 206
66, 39, 199
67, 25, 203
68, 37, 201
69, 10, 206
70, 28, 209
71, 33, 218
72, 32, 221
73, 44, 189
74, 36, 215
75, 61, 204
76, 62, 237
77, 58, 242
78, 61, 236
79, 58, 249
80, 53, 249
81, 61, 249
82, 53, 258
83, 42, 259
84, 50, 257
85, 54, 256
86, 57, 247
87, 59, 259
88, 65, 247
89, 66, 250
90, 56, 271
91, 57, 272
92, 67, 287
93, 51, 308
94, 60, 295
95, 55, 315
96, 54, 316
97, 54, 330
98, 44, 322
99, 44, 323
100, 51, 343
101, 51, 340
102, 42, 344
103, 28, 366
104, 33, 359
105, 18, 353
106, 6, 356
107, 18, 361
108, 24, 365
109, 24, 359
110, 44, 343
111, 46, 330
112, 48, 323
113, 51, 340
114, 44, 322
115, 51, 323
116, 39, 322
117, 30, 334
118, 26, 337
119, 18, 344
120, 23, 347
121, 1, 350
122, 6, 340
123, 1, 369
124, -4, 349
125, -5, 342
126, -3, 344
127, 5, 344
128, 3, 354
129, 0, 349
130, -11, 355
131, -2, 355
132, 14, 352
133, -3, 373
134, 12, 391
135, 13, 405
136, 9, 416
137, 3, 420
138, -8, 423
139, 2, 428
140, -4, 423
141, -8, 427
142, 3, 421
143, -8, 449
144, -12, 449
145, -27, 446
146, -28, 446
147, -23, 451
148, -8, 460
149, -19, 462
150, -15, 464
151, -4, 484
152, 0, 487
153, -2, 478
154, -8, 491
155, 8, 481
156, 2, 480
157, -5, 478
158, 3, 462
159, -5, 476
160, -19, 469
