# step, ring_center (x), ring_center (y)
0, 0, 0
1, 1, -3
2, 13, -29
3, 7, -9
4, 19, 2
5, 34, -1
6, 31, -3
7, 32, 0
8, 22, -7
9, 29, -10
10, 5, -16
11, 6, -16
12, -9, -20
13, -7, -19
14, 3, -14
15, 4, -8
16, 4, -13
17, 6, -15
18, 17, 4
19, 29, 7
20, 31, 33
21, 17, 30
22, 11, 27
23, 12, 7
24, 5, 10
25, 7, -2
26, 6, 14
27, -15, -7
28, -15, -9
29, 0, -2
30, -8, -8
31, -7, -15
32, 1, -3
33, 21, -4
34, 8, 3
35, 31, 9
36, 16, -8
37, 26, 0
38, 22, -2
39, 8, 15
40, 16, 21
41, 14, 27
42, 8, 4
43, 6, 10
44, -17, 36
45, -8, 31
46, 3, 39
47, 10, 22
48, 13, 25
49, 32, 33
50, 33, 35
51, 35, 18
52, 38, 25
53, 35, 35
54, 33, 42
55, 36, 34
56, 25, 13
57, 27, 16
58, 44, 2
59, 39, -1
60, 49, 27
61, 54, 24
62, 67, 7
63, 61, 5
64, 39, -14
65, 41, -18
66, 32, -26
67, 33, -27
68, 10, -24
69, 17, -29
70, 29, -22
71, 42, -13
72, 39, -27
73, 57, -27
74, 50, -16
75, 44, -5
76, 37, 4
77, 57, 12
78, 47, -14
79, 43, 10
80, 30, 20
81, 21, 12
82, 29, 10
83, 21, 12
84, 19, 10
85, 13, 24
86, 14, 28
87, 29, 36
88, 23, 7
89, 31, 15
90, 8, 18
91, 15, 25
92, -2, 23
93, -12, 26
94, -20, 35
95, -17, 29
96, -13, 25
97, -29, 31
98, -20, 26
99, -27, 35
100, -9, 48
101, 6, 31
102, 12, 27
103, -8, 19
104, 13, 41
105, -1, 49
106, -3, 51
107, 0, 54
108, -1, 48
109, -3, 41
110, -8, 39
111, -17, 45
112, -28, 48
113, -37, 61
114, -47, 66
115, -45, 63
116, -45, 75
117, -49, 79
118, -51, 97
119, -50, 99
120, -64, 111
121, -53, 121
122, -45, 105
123, -35, 113
124, -54, 109
125, -42, 112
126, -60, 127
127, -41, 99
128, -24, 87
129, -29, 76
130, -26, 74
131, -19, 70
132, 0, 83
133, 2, 72
134, 0, 80
135, 7, 81
136, -2, 89
137, 13, 98
138, 28, 117
139, 22, 140
140, 27, 140
141, 32, 114
142, 33, 143
143, 45, 142
144, 43, 142
145, 48, 148
146, 47, 135
147, 50, 152
148, 38, 136
149, 53, 138
150, 46, 132
151, 51, 142
152, 65, 130
153, 64, 130
154, 61, 156
155, 48, 154
156, 51, 160
157, 58, 169
158, 56, 165
159, 54, 165
160, 59, 189
