# step, ring_center (x), ring_center (y)
0, 0, 0
1, -10, -2
2, 3, -10
3, -9, -40
4, -21, -37
5, -11, -19
6, -9, -2
7, -28, 7
8, -40, 7
9, -25, 9
10, -28, 22
11, -42, 13
12, -49, 16
13, -54, 42
14, -53, 11
15, -57, 22
16, -52, 11
17, -52, 8
18, -65, -6
19, -55, 12
20, -54, -1
21, -53, 3
22, -52, 21
23, -54, 28
24, -50, 22
25, -51, 36
26, -53, 43
27, -61, 40
28, -49, 40
29, -43, 53
30, -32, 61
31, -47, 51
32, -44, 48
33, -48, 45
34, -29, 23
35, -25, 13
36, -13, 4
37, -16, -22
38, -13, -32
39, -5, -23
40, 0, -10
41, 5, -25
42, -7, -15
43, -10, -17
44, -13, -9
45, 0, 0
46, -3, 9
47, -9, -8
48, -11, 15
49, -15, 18
50, -6, 21
51, 7, 17
52, 11, 22
53, 6, 24
54, 9, 39
55, 9, 25
56, -3, 22
57, 0, 16
58, 6, 41
59, -16, 41
60, -22, 51
61, -32, 59
62, -18, 68
63, -25, 54
64, -26, 60
65, -48, 65
66, -58, 59
67, -58, 39
68, -60, 26
69, -38, 26
70, -47, 22
71, -51, 23
72, -36, 32
73, -48, 24
74, -45, 44
75, -44, 27
76, -59, 38
77, -42, 54
78, -63, 46
79, -54, 56
80, -63, 64
81, -64, 71
82, -63, 100
83, -40, 100
84, -54, 113
85, -46, 109
86, -47, 100
87, -35, 115
88, -43, 109
89, -45, 112
90, -44, 120
91, -50, 129
92, -47, 126
93, -43, 135
94, -37, 130
95, -40, 135
96, -47, 131
97, -52, 160
98, -49, 153
99, -47, 149
100, -54, 156
101, -51, 161
102, -62, 164
103, -58, 176
104, -54, 186
105, -45, 192
106, -45, 190
107, -46, 203
108, -40, 189
109, -58, 200
110, -60, 207
111, -53, 205
112, -55, 219
113, -44, 225
114, -45, 222
115, -43, 207
116, -46, 211
117, -53, 215
118, -55, 218
119, -68, 233
120, -39, 226
121, -51, 231
122, -45, 242
123, -30, 242
124, -28, 238
125, -17, 233
126, -1, 252
127, -5, 252
128, -8, 261
129, -4, 249
130, 2, 247
131, -13, 248
132, -11, 249
133, -7, 254
134, -7, 254
135, -12, 253
136, -10, 266
137, 19, 272
138, 1, 284
139, 18, 289
140, 1, 280
141, 2, 274
142, -8, 278
143, -10, 274
144, -24, 282
145, -24, 269
146, -12, 270
147, -22, 300
148, -25, 293
149, -28, 289
150, -22, 291
151, -46, 291
152, -44, 294
153, -41, 294
154, -21, 274
155, -9, 266
156, -7, 271
157, -4, 281
158, -18, 278
159, -30, 274
160, -22, 272
