# step, ring_center (x), ring_center (y)
0, 0, 0
1, 5, 0
2, 2, 9
3, -4, -7
4, -17, -20
5, -5, -18
6, -1, -17
7, -12, -5
8, -31, -3
9, -14, -7
10, -3, 6
11, -11, 25
12, -2, 27
13, 1, 17
14, 22, 28
15, 30, 22
16, 14, 20
17, 28, 33
18, 14, 47
19, -1, 47
20, 12, 37
21, -1, 59
22, -1, 81
23, -14, 84
24, -7, 99
25, -31, 120
26, -20, 107
27, -21, 103
28, -1, 124
29, 1, 118
30, 6, 132
31, 14, 144
32, 27, 162
33, 26, 158
34, 31, 180
35, 32, 176
36, 42, 185
37, 43, 177
38, 34, 160
39, 13, 172
40, 11, 173
41, 14, 179
42, 23, 176
43, 33, 193
44, 40, 189
45, 26, 194
46, 15, 214
47, -2, 206
48, 0, 203
49, -19, 212
50, -19, 202
51, -13, 215
52, -12, 207
53, -30, 195
54, -7, 188
55, -38, 198
56, -37, 210
57, -39, 203
58, -45, 207
59, -38, 211
60, -64, 218
61, -51, 208
62, -52, 219
63, -60, 218
64, -49, 216
65, -44, 226
66, -25, 208
67, -32, 200
68, -59, 211
69, -67, 217
70, -62, 215
71, -68, 220
72, -65, 218
73, -59, 227
74, -60, 232
75, -60, 228
76, -60, 229
77, -50, 227
78, -50, 232
79, -61, 225
80, -42, 223
81, -39, 205
82, -33, 214
83, -63, 200
84, -63, 224
85, -53, 231
86, -55, 234
87, -57, 235
88, -44, 217
89, -28, 217
90, -16, 211
91, -34, 195
92, -30, 199
93, -33, 209
94, -34, 205
95, -46, 211
96, -24, 206
97, -23, 204
98, -9, 207
99, -32, 205
100, -17, 211
101, -28, 233
102, -37, 243
103, -32, 252
104, -28, 249
105, -27, 248
106, -34, 246
107, -51, 266
108, -51, 242
109, -66, 260
110, -60, 277
111, -61, 269
112, -65, 262
113, -49, 263
114, -65, 254
115, -62, 250
116, -51, 264
117, -57, 288
118, -66, 300
119, -66, 299
120, -73, 306
121, -50, 315
122, -63, 319
123, -75, 306
124, -85, 305
125, -59, 328
126, -40, 356
127, -49, 356
128, -49, 344
129, -42, 357
130, -47, 362
131, -44, 361
132, -39, 387
133, -32, 390
134, -31, 380
135, -35, 397
136, -7, 388
137, -16, 380
138, -15, 384
139, -45, 389
140, -32, 399
141, -55, 416
142, -23, 417
143, -22, 416
144, -27, 420
145, -48, 427
146, -50, 423
147, -53, 427
148, -62, 422
149, -60, 436
150, -71, 424
151, -59, 414
152, -75, 417
153, -59, 449
154, -61, 435
155, -39, 434
156, -32, 441
157, -53, 461
158, -48, 467
159, -26, 491
160, -24, 499
