# step, ring_center (x), ring_center (y)
0, 0, 0
1, -15, -14
2, -1, -20
3, 6, -20
4, -4, -3
5, 17, -1
6, 25, 0
7, 27, 0
8, 20, 18
9, 37, 10
10, 38, 16
11, 42, 20
12, 27, 34
13, 27, 16
14, 30, 25
15, 48, 13
16, 41, 17
17, 39, 9
18, 66, 9
19, 56, 23
20, 49, 32
21, 33, 34
22, 27, 39
23, 26, 30
24, 14, 42
25, 4, 42
26, -2, 38
27, -9, 40
28, -7, 48
29, 1, 50
30, 8, 58
31, 2, 62
32, 6, 68
33, 7, 83
34, -1, 89
35, 1, 94
36, 2, 107
37, 10, 95
38, 9, 88
39, 23, 90
40, 38, 116
41, 26, 115
42, 30, 106
43, 11, 118
44, 20, 103
45, 20, 100
46, 10, 104
47, 21, 110
48, 14, 86
49, 27, 79
50, 36, 79
51, 24, 85
52, 22, 96
53, 7, 92
54, -5, 98
55, -12, 108
56, -13, 103
57, -16, 101
58, -7, 118
59, -21, 116
60, -13, 131
61, -19, 118
62, -32, 107
63, -31, 129
64, -43, 154
65, -65, 126
66, -48, 137
67, -23, 135
68, -33, 143
69, -28, 152
70, -28, 176
71, -20, 179
72, -20, 187
73, -26, 181
74, -17, 177
75, -18, 166
76, -17, 166
77, -16, 169
78, 3, 162
79, -10, 155
80, -9, 174
81, -25, 183
82, -19, 162
83, -15, 165
84, -5, 189
85, -4, 195
86, 4, 194
87, -7, 203
88, 1, 220
89, -15, 230
90, -14, 221
91, -21, 224
92, 5, 235
93, -5, 227
94, 6, 220
95, 3, 223
96, -8, 224
97, -7, 227
98, -21, 242
99, -18, 234
100, -33, 242
101, -40, 242
102, -22, 245
103, -54, 250
104, -43, 247
105, -45, 262
106, -38, 255
107, -36, 269
108, -30, 271
109, -38, 292
110, -55, 296
111, -54, 290
112, -57, 282
113, -53, 287
114, -54, 282
115, -63, 307
116, -66, 303
117, -62, 295
118, -68, 297
119, -60, 295
120, -74, 316
121, -72, 306
122, -65, 303
123, -72, 316
124, -48, 300
125, -39, 301
126, -38, 320
127, -36, 293
128, -21, 302
129, -40, 316
130, -25, 335
131, -25, 333
132, -42, 344
133, -51, 343
134, -46, 336
135, -44, 342
136, -47, 350
137, -43, 345
138, -25, 364
139, -29, 366
140, -32, 356
141, -39, 375
142, -34, 375
143, -45, 382
144, -43, 394
145, -4, 401
146, 9, 397
147, 22, 426
148, 12, 426
149, 15, 437
150, 4, 444
151, 2, 440
152, 9, 433
153, -6, 437
154, 8, 447
155, -13, 439
156, -1, 448
157, 0, 447
158, 13, 448
159, 4, 436
160, -5, 425
