# step, ring_center (x), ring_center (y)
0, 0, 0
1, 31, -9
2, 18, -9
3, 24, -4
4, 30, 9
5, 40, 3
6, 44, -5
7, 22, 9
8, 19, 10
9, 29, 21
10, 48, 30
11, 62, 36
12, 57, 32
13, 45, 40
14, 56, 18
15, 55, 23
16, 36, 17
17, 33, 32
18, 35, 33
19, 23, 37
20, 24, 33
21, 20, 33
22, 7, 47
23, -20, 52
24, -24, 42
25, -25, 46
26, -45, 26
27, -37, 24
28, -27, 14
29, -42, 35
30, -48, 32
31, -28, 36
32, -33, 23
33, -29, 44
34, -16, 8
35, -21, 11
36, -18, 14
37, -16, 15
38, -40, 10
39, -35, 2
40, -31, 7
41, -42, 10
42, -58, 29
43, -53, 30
44, -55, 29
45, -62, 20
46, -60, 38
47, -45, 36
48, -27, 24
49, -21, 19
50, -15, 11
51, -6, 18
52, -1, 28
53, 9, 28
54, 7, 14
55, 16, 24
56, -2, 38
57, 0, 54
58, 3, 54
59, -14, 59
60, -13, 68
61, -16, 62
62, -19, 64
63, -28, 81
64, -26, 95
65, -32, 88
66, -30, 110
67, -25, 115
68, -41, 116
69, -38, 100
70, -22, 88
71, -20, 94
72, -16, 79
73, -7, 81
74, -15, 94
75, -11, 75
76, -13, 85
77, -7, 102
78, -8, 110
79, 5, 122
80, 8, 119
81, 16, 121
82, 22, 132
83, 29, 127
84, 45, 123
85, 43, 122
86, 42, 136
87, 53, 131
88, 66, 130
89, 53, 146
90, 67, 158
91, 65, 165
92, 57, 181
93, 50, 188
94, 29, 186
95, 17, 198
96, 6, 200
97, 6, 202
98, 25, 207
99, 42, 229
100, 49, 224
101, 43, 236
102, 44, 224
103, 18, 220
104, 35, 223
105, -3, 221
106, 9, 220
107, 2, 234
108, 11, 238
109, 15, 229
110, 10, 225
111, 32, 236
112, 42, 230
113, 50, 228
114, 66, 230
115, 42, 214
116, 48, 204
117, 38, 194
118, 30, 200
119, 31, 201
120, 28, 187
121, 11, 183
122, 15, 173
123, 15, 180
124, -5, 164
125, 3, 159
126, 1, 159
127, -5, 181
128, -12, 182
129, 0, 182
130, -1, 192
131, -8, 211
132, 0, 211
133, -3, 208
134, -7, 219
135, 0, 216
136, 1, 228
137, 3, 234
138, 10, 234
139, 10, 235
140, 11, 234
141, 22, 240
142, 19, 235
143, 0, 231
144, 20, 213
145, 56, 204
146, 46, 200
147, 53, 218
148, 56, 222
149, 68, 209
150, 68, 211
151, 55, 193
152, 62, 192
153, 51, 168
154, 56, 208
155, 60, 192
156, 58, 234
157, 37, 230
158, 32, 236
159, 17, 243
160, 22, 255
