# step, ring_center (x), ring_center (y)
0, 0, 0
1, 4, 10
2, 20, 0
3, 4, -14
4, -6, -11
5, 7, 11
6, 1, 19
7, 6, 12
8, 7, 0
9, -7, -1
10, -36, 5
11, -28, -11
12, -54, -17
13, -54, -18
14, -39, -11
15, -40, 1
16, -35, -1
17, -36, 2
18, -44, -8
19, -48, 8
20, -69, 14
21, -55, 7
22, -42, 0
23, -48, -19
24, -41, 5
25, -31, 27
26, -31, 45
27, -17, 34
28, -30, 21
29, -26, 50
30, -19, 31
31, -11, 38
32, -23, 22
33, -29, 0
34, -44, 8
35, -34, 20
36, -49, 18
37, -23, 20
38, -26, 20
39, 1, 36
40, -21, 41
41, -23, 61
42, -40, 51
43, -36, 58
44, -51, 36
45, -57, 29
46, -62, 29
47, -44, 10
48, -32, 14
49, -32, 25
50, -25, 38
51, -32, 25
52, -15, 16
53, -31, 7
54, -30, 24
55, -46, 11
56, -47, 3
57, -64, 1
58, -32, 3
59, -32, 7
60, -46, 3
61, -44, 5
62, -38, 3
63, -60, 17
64, -49, 42
65, -37, 54
66, -54, 44
67, -29, 38
68, -33, 39
69, -26, 37
70, -47, 40
71, -39, 31
72, -20, 35
73, -6, 35
74, 3, 34
75, 28, 19
76, 27, 23
77, 52, 30
78, 37, 42
79, 27, 35
80, 14, 50
81, 5, 52
82, 5, 47
83, 12, 44
84, 10, 43
85, 1, 50
86, -4, 37
87, 16, 43
88, 11, 41
89, 16, 30
90, -3, 26
91, -5, 21
92, -4, 32
93, 0, 22
94, -19, 36
95, -31, 43
96, -39, 46
97, -40, 43
98, -42, 45
99, -27, 52
100, -27, 58
101, -35, 73
102, -12, 85
103, -22, 92
104, -13, 91
105, -24, 93
106, -35, 90
107, -27, 95
108, -35, 99
109, -36, 106
110, -39, 121
111, -37, 151
112, -47, 148
113, -52, 162
114, -41, 152
115, -67, 132
116, -55, 142
117, -40, 144
118, -53, 131
119, -63, 131
120, -62, 116
121, -56, 113
122, -49, 110
123, -46, 120
124, -37, 133
125, -34, 127
126, -40, 131
127, -36, 125
128, -25, 118
129, -41, 125
130, -52, 132
131, -51, 121
132, -64, 122
133, -59, 131
134, -47, 125
135, -33, 127
136, -53, 122
137, -35, 112
138, -31, 106
139, -18, 108
140, -16, 99
141, -18, 92
142, -12, 78
143, -7, 77
144, -16, 83
145, -19, 91
146, -22, 110
147, -28, 97
148, -37, 112
149, -33, 117
150, -23, 122
151, -29, 135
152, -31, 137
153, -36, 153
154, -21, 160
155, -29, 163
156, -38, 161
157, -38, 151
158, -60, 150
159, -55, 161
160, -51, 161
