# step, ring_center (x), ring_center (y)
0, 0, 0
1, 23, -29
2, 26, -32
3, 24, -28
4, 24, -19
5, 23, -19
6, 26, -24
7, 21, -32
8, 24, -32
9, 6, -35
10, -9, -22
11, -17, -24
12, 9, -39
13, -2, -33
14, 1, -20
15, 0, -26
16, 14, -32
17, 17, -35
18, -5, -42
19, 16, -37
20, 15, -30
21, 12, -23
22, 19, -24
23, -5, -47
24, 14, -70
25, -12, -77
26, -30, -103
27, -34, -117
28, -49, -117
29, -42, -127
30, -33, -132
31, -47, -137
32, -53, -127
33, -47, -128
34, -57, -141
35, -61, -142
36, -56, -151
37, -54, -151
38, -67, -136
39, -48, -120
40, -42, -119
41, -50, -119
42, -49, -115
43, -33, -106
44, -28, -107
45, -35, -101
46, -36, -99
47, -41, -105
48, -26, -119
49, -42, -121
50, -34, -103
51, -51, -103
52, -32, -95
53, -39, -96
54, -41, -99
55, -66, -99
56, -62, -80
57, -39, -90
58, -47, -103
59, -65, -95
60, -46, -84
61, -38, -85
62, -28, -79
63, -25, -91
64, -36, -85
65, -32, -83
66, -21, -82
67, -15, -99
68, 5, -103
69, 12, -113
70, 6, -125
71, 7, -127
72, 10, -111
73, 10, -114
74, 9, -119
75, 18, -113
76, -4, -119
77, 21, -100
78, 20, -85
79, 29, -75
80, 35, -75
81, 46, -66
82, 44, -66
83, 41, -51
84, 46, -48
85, 39, -35
86, 22, -38
87, 22, -38
88, 25, -34
89, 31, -41
90, 28, -22
91, 30, -5
92, 37, -8
93, 39, -7
94, 37, 5
95, 33, 19
96, 24, 6
97, 40, 10
98, 45, 25
99, 33, 22
100, 13, 26
101, 14, 12
102, 20, 7
103, 19, 7
104, 20, 11
105, 21, 16
106, 14, 4
107, 4, 7
108, 16, 8
109, 4, -13
110, 8, 1
111, 13, 2
112, -1, -6
113, -8, 14
114, -3, 18
115, -5, 18
116, 1, 10
117, -12, -3
118, -34, 4
119, -40, -1
120, -27, 2
121, -25, 6
122, -34, 8
123, -10, 19
124, -19, 13
125, 3, 12
126, 10, 13
127, 0, 23
128, -5, 28
129, 0, 44
130, -19, 53
131, -9, 34
132, 0, 35
133, -11, 19
134, -8, 13
135, 2, 6
136, -12, -5
137, 5, 1
138, 4, 14
139, -6, 25
140, 2, 43
141, 5, 63
142, 5, 54
143, 14, 47
144, 9, 47
145, 10, 58
146, 3, 72
147, 17, 87
148, 34, 54
149, 47, 60
150, 55, 72
151, 47, 68
152, 51, 65
153, 43, 108
154, 53, 111
155, 51, 112
156, 31, 112
157, 35, 119
158, 31, 130
159, 30, 155
160, 15, 158
